candidate_id,selected_occupation,skill_normalized_score,semantic_normalized_score,demand_score,education_score,candidate_match_score,final_hybrid_score,final_hybrid_rank,onet_only_score,onet_only_normalized,onet_jobbank_score,onet_jobbank_normalized,onet_cip_score,onet_cip_normalized,all_datasets_score,all_datasets_normalized,onet_only_rank,onet_jobbank_rank,onet_cip_rank,all_datasets_rank,onet_formula_difference,all_formula_difference
Candidate_001,Software Developer,1.0,1.0,0.2290858604605659,1.0,0.7,0.8458171720921132,1,0.7,1.0,0.7458171720921132,0.8286857467690146,0.7999999999999999,0.9999999999999999,0.8458171720921132,0.8458171720921132,1,1,1,1,0.0,0.0
Candidate_001,Information Technology (IT) Analyst,0.6967755018332572,0.7309810620709092,0.266375870790639,1.0,0.4997147973664582,0.6529899715245859,2,0.4997147973664582,0.7138782819520831,0.552989971524586,0.6144333016939844,0.5997147973664582,0.7496434967080726,0.6529899715245859,0.6529899715245859,2,2,2,2,0.0,0.0
Candidate_001,Bookkeeper,0.6127816609934615,0.65460003104619,0.2992257912289334,1.0,0.443583592213878,0.6034287504596646,3,0.443583592213878,0.6336908460198257,0.5034287504596646,0.5593652782885162,0.543583592213878,0.6794794902673474,0.6034287504596646,0.6034287504596646,3,3,3,3,0.0,0.0
Candidate_001,Secondary School Teacher,0.622928673032444,0.5749917263631265,0.3635561348837076,1.0,0.4192721397884497,0.5919833667651913,4,0.4192721397884497,0.5989601996977852,0.4919833667651912,0.5466481852946569,0.5192721397884497,0.6490901747355621,0.5919833667651913,0.5919833667651913,4,4,4,4,0.0,0.0
Candidate_001,Office Administrator,0.4361596511409003,0.592569595414838,0.5286438829565303,0.0,0.3600552362945084,0.4657840128858145,5,0.3600552362945084,0.5143646232778692,0.4657840128858145,0.5175377920953494,0.3600552362945084,0.4500690453681355,0.4657840128858145,0.4657840128858145,5,5,5,5,0.0,0.0
Candidate_001,Office Manager,0.415371643129516,0.5381829884154277,0.5286438829565303,0.0,0.3337441210407302,0.4394728976320363,6,0.33374412104073026,0.47677731577247184,0.43947289763203634,0.48830321959115147,0.33374412104073026,0.4171801513009128,0.43947289763203634,0.43947289763203634,6,6,7,6,5.551115123125783e-17,5.551115123125783e-17
Candidate_001,Licensed Practical Nurse (L.P.N.),0.515402242745367,0.1977128977669694,0.3039192124973743,1.0,0.2495902991793177,0.4103741416787926,7,0.24959029917931772,0.3565575702561682,0.31037414167879257,0.3448601574208806,0.3495902991793177,0.4369878739741471,0.4103741416787926,0.4103741416787926,9,14,6,7,2.7755575615628914e-17,0.0
Candidate_001,Restaurant Manager,0.2680081625644394,0.46768765361139,0.5865008675534992,0.0,0.2574935356615403,0.3747937091722401,8,0.25749353566154026,0.3678479080879147,0.3747937091722401,0.4164374546358223,0.25749353566154026,0.3218669195769253,0.3747937091722401,0.3747937091722401,7,7,8,8,5.551115123125783e-17,0.0
Candidate_001,"Driver, Truck",0.2531815289951885,0.230135929498989,0.8880268984746598,0.0,0.1691611104729621,0.346766490167894,9,0.16916111047296212,0.24165872924708875,0.34676649016789407,0.385296100186549,0.16916111047296212,0.21145138809120265,0.34676649016789407,0.34676649016789407,12,8,12,9,2.7755575615628914e-17,5.551115123125783e-17
Candidate_001,Food Service Supervisor,0.0363615854538611,0.5581697752754362,0.6833380235893983,0.0,0.208085976255254,0.3447535809731337,10,0.20808597625525405,0.2972656803646487,0.3447535809731337,0.38305953441459295,0.20808597625525405,0.26010747031906756,0.3447535809731337,0.3447535809731337,11,9,11,10,5.551115123125783e-17,0.0
Candidate_001,Continuing Care Assistant,0.1943017329544611,0.5333148076259117,0.4396201180333152,0.0,0.2546657892031304,0.3425898128097935,11,0.25466578920313043,0.36380827029018636,0.3425898128097935,0.3806553475664372,0.25466578920313043,0.318332236503913,0.3425898128097935,0.3425898128097935,8,10,9,11,5.551115123125783e-17,0.0
Candidate_001,Administrative Assistant,0.0,0.7107274951524262,0.4384514673595585,0.0,0.2487546233033491,0.3364449167752608,12,0.24875462330334913,0.3553637475762131,0.33644491677526084,0.37382768530584537,0.24875462330334913,0.3109432791291864,0.33644491677526084,0.33644491677526084,10,11,10,12,2.7755575615628914e-17,5.551115123125783e-17
Candidate_001,Inside Sales Representative,0.1453206504113498,0.2671946657808549,0.8643994601889338,0.0,0.1443803606672716,0.3172602527050584,13,0.14438036066727164,0.20625765809610236,0.3172602527050584,0.35251139189450936,0.14438036066727164,0.18047545083408953,0.3172602527050584,0.3172602527050584,13,12,13,13,2.7755575615628914e-17,0.0
