candidate_id,selected_occupation,recommendation_score,recommendation_percentage,occupation_rank
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,2
Candidate_001,Secondary School Teacher,0.6688963210702341,66.88963210702342,3
Candidate_001,Bookkeeper,0.6682011331444759,66.8201133144476,4
Candidate_001,Licensed Practical Nurse (L.P.N.),0.6615295143937191,66.1529514393719,5
Candidate_001,Office Administrator,0.6561004784688996,65.61004784688997,6
Candidate_001,Office Manager,0.6546762589928057,65.46762589928056,7
Candidate_001,Restaurant Manager,0.6445801526717557,64.45801526717557,8
Candidate_001,"Driver, Truck",0.6435643564356435,64.35643564356435,9
Candidate_001,Continuing Care Assistant,0.6395304080061586,63.95304080061586,10
Candidate_001,Inside Sales Representative,0.6361746361746362,63.61746361746362,11
Candidate_001,Retail Sales Associate,0.6361746361746362,63.61746361746362,11
Candidate_001,Delivery Driver,0.6360808709175739,63.60808709175739,12
Candidate_001,Food Service Supervisor,0.6287096774193549,62.87096774193549,13
Candidate_001,Administrative Assistant,0.626218487394958,62.6218487394958,14
Candidate_002,Office Manager,0.5467625899280575,54.67625899280575,1
Candidate_002,Office Administrator,0.5382775119617226,53.82775119617226,2
Candidate_002,Software Developer,0.5382390745501285,53.82390745501285,3
Candidate_002,Secondary School Teacher,0.5365105908584169,53.65105908584169,4
Candidate_002,Information Technology (IT) Analyst,0.5286596440247002,52.86596440247002,5
Candidate_002,Administrative Assistant,0.5253781512605042,52.537815126050425,6
Candidate_002,"Driver, Truck",0.5247524752475247,52.47524752475247,7
Candidate_002,Inside Sales Representative,0.5107415107415108,51.074151074151075,8
Candidate_002,Retail Sales Associate,0.5107415107415108,51.074151074151075,8
Candidate_002,Bookkeeper,0.5088526912181303,50.885269121813025,9
Candidate_002,Continuing Care Assistant,0.5073133179368745,50.73133179368745,10
Candidate_002,Restaurant Manager,0.507175572519084,50.717557251908396,11
Candidate_002,Delivery Driver,0.505054432348367,50.5054432348367,12
Candidate_002,Licensed Practical Nurse (L.P.N.),0.5015993021227101,50.15993021227101,13
Candidate_002,Food Service Supervisor,0.4996774193548388,49.96774193548388,14
Candidate_003,Administrative Assistant,0.8991596638655464,89.91596638655463,1
Candidate_003,Office Manager,0.8920863309352518,89.20863309352518,2
Candidate_003,Office Administrator,0.8821770334928231,88.2177033492823,3
Candidate_003,"Driver, Truck",0.8811881188118811,88.11881188118811,4
Candidate_003,Inside Sales Representative,0.8745668745668745,87.45668745668745,5
Candidate_003,Retail Sales Associate,0.8745668745668745,87.45668745668745,5
Candidate_003,Food Service Supervisor,0.870967741935484,87.0967741935484,6
Candidate_003,Delivery Driver,0.8689735614307932,86.89735614307932,7
Candidate_003,Continuing Care Assistant,0.8677829099307159,86.7782909930716,8
Candidate_003,Secondary School Teacher,0.8676142697881827,86.76142697881826,9
Candidate_003,Restaurant Manager,0.8625954198473282,86.25954198473282,10
Candidate_003,Information Technology (IT) Analyst,0.8547039593171086,85.47039593171087,11
Candidate_003,Software Developer,0.8435089974293059,84.35089974293058,12
Candidate_003,Bookkeeper,0.8406515580736544,84.06515580736544,13
Candidate_003,Licensed Practical Nurse (L.P.N.),0.840069787728991,84.0069787728991,14
Candidate_004,Software Developer,0.7911311053984575,79.11311053984575,1
Candidate_004,Secondary School Teacher,0.7770345596432553,77.70345596432553,2
Candidate_004,Information Technology (IT) Analyst,0.7756629131856156,77.56629131856157,3
Candidate_004,Bookkeeper,0.7744334277620397,77.44334277620398,4
Candidate_004,Licensed Practical Nurse (L.P.N.),0.7743530095958127,77.43530095958127,5
Candidate_004,Office Manager,0.7697841726618705,76.97841726618705,6
Candidate_004,"Driver, Truck",0.767128712871287,76.7128712871287,7
Candidate_004,Restaurant Manager,0.7630534351145039,76.30534351145039,8
Candidate_004,Office Administrator,0.7625598086124403,76.25598086124403,9
Candidate_004,Delivery Driver,0.7573872472783826,75.73872472783826,10
Candidate_004,Food Service Supervisor,0.7538709677419355,75.38709677419355,11
Candidate_004,Continuing Care Assistant,0.7525019245573519,75.25019245573519,12
Candidate_004,Inside Sales Representative,0.7401247401247402,74.01247401247402,13
Candidate_004,Retail Sales Associate,0.7401247401247402,74.01247401247402,13
Candidate_004,Administrative Assistant,0.7310924369747899,73.10924369747899,14
Candidate_005,Software Developer,0.522172236503856,52.217223650385606,1
Candidate_005,Bookkeeper,0.5180594900849858,51.80594900849857,2
Candidate_005,Office Manager,0.5179856115107914,51.798561151079134,3
Candidate_005,Secondary School Teacher,0.5122630992196209,51.226309921962084,4
Candidate_005,Office Administrator,0.5083732057416268,50.83732057416268,5
Candidate_005,Restaurant Manager,0.5035114503816793,50.351145038167935,6
Candidate_005,Information Technology (IT) Analyst,0.5022884126407555,50.228841264075555,7
Candidate_005,Food Service Supervisor,0.4996774193548388,49.96774193548388,8
Candidate_005,Inside Sales Representative,0.49757449757449757,49.757449757449756,9
Candidate_005,Retail Sales Associate,0.49757449757449757,49.757449757449756,9
Candidate_005,"Driver, Truck",0.49504950495049505,49.504950495049506,10
Candidate_005,Licensed Practical Nurse (L.P.N.),0.4908403605699331,49.084036056993305,11
Candidate_005,Delivery Driver,0.48561430793157073,48.56143079315707,12
Candidate_005,Continuing Care Assistant,0.47844495765973827,47.844495765973825,13
Candidate_005,Administrative Assistant,0.46655462184873947,46.65546218487395,14
Candidate_006,Software Developer,0.9035989717223649,90.35989717223649,1
Candidate_006,Information Technology (IT) Analyst,0.898292771521976,89.82927715219759,2
Candidate_006,Inside Sales Representative,0.896049896049896,89.6049896049896,3
Candidate_006,Retail Sales Associate,0.896049896049896,89.6049896049896,3
Candidate_006,Administrative Assistant,0.895126050420168,89.5126050420168,4
Candidate_006,Bookkeeper,0.8937677053824362,89.37677053824362,5
Candidate_006,Office Administrator,0.8935406698564594,89.35406698564594,6
Candidate_006,Secondary School Teacher,0.8918617614269787,89.18617614269787,7
Candidate_006,Licensed Practical Nurse (L.P.N.),0.8871765047979063,88.71765047979063,8
Candidate_006,Continuing Care Assistant,0.8870284834488067,88.70284834488066,9
Candidate_006,Office Manager,0.8848920863309352,88.48920863309353,10
Candidate_006,Restaurant Manager,0.881526717557252,88.1526717557252,11
Candidate_006,Delivery Driver,0.8786936236391915,87.86936236391915,12
Candidate_006,"Driver, Truck",0.8764356435643563,87.64356435643563,13
Candidate_006,Food Service Supervisor,0.8748387096774194,87.48387096774194,14
Candidate_007,Administrative Assistant,1.0000000000000002,100.00000000000003,1
Candidate_007,Food Service Supervisor,1.0000000000000002,100.00000000000003,1
Candidate_007,Bookkeeper,1.0,100.0,2
Candidate_007,Continuing Care Assistant,1.0,100.0,2
Candidate_007,Delivery Driver,1.0,100.0,2
Candidate_007,Information Technology (IT) Analyst,1.0,100.0,2
Candidate_007,Inside Sales Representative,1.0,100.0,2
Candidate_007,Licensed Practical Nurse (L.P.N.),1.0,100.0,2
Candidate_007,Office Administrator,1.0,100.0,2
Candidate_007,Office Manager,1.0,100.0,2
Candidate_007,Restaurant Manager,1.0,100.0,2
Candidate_007,Retail Sales Associate,1.0,100.0,2
Candidate_007,Software Developer,1.0,100.0,2
Candidate_007,"Driver, Truck",0.9999999999999999,99.99999999999999,3
Candidate_007,Secondary School Teacher,0.9999999999999999,99.99999999999999,3
Candidate_008,Software Developer,0.6866966580976863,68.66966580976863,1
Candidate_008,Licensed Practical Nurse (L.P.N.),0.6798487932538528,67.98487932538528,2
Candidate_008,Secondary School Teacher,0.6761426978818283,67.61426978818284,3
Candidate_008,Restaurant Manager,0.6714503816793893,67.14503816793894,4
Candidate_008,Information Technology (IT) Analyst,0.6693788594260806,66.93788594260806,5
Candidate_008,Bookkeeper,0.6639518413597734,66.39518413597733,6
Candidate_008,Office Manager,0.6618705035971223,66.18705035971223,7
Candidate_008,"Driver, Truck",0.6582178217821781,65.82178217821782,8
Candidate_008,Food Service Supervisor,0.6570967741935484,65.70967741935483,9
Candidate_008,Delivery Driver,0.6504665629860032,65.04665629860033,10
Candidate_008,Office Administrator,0.6504186602870814,65.04186602870814,11
Candidate_008,Continuing Care Assistant,0.6491531947652041,64.91531947652041,12
Candidate_008,Inside Sales Representative,0.6361746361746362,63.61746361746362,13
Candidate_008,Retail Sales Associate,0.6361746361746362,63.61746361746362,13
Candidate_008,Administrative Assistant,0.6050420168067226,60.50420168067227,14
Candidate_009,Administrative Assistant,0.2564705882352941,25.647058823529413,1
Candidate_009,Office Administrator,0.23175837320574166,23.175837320574168,2
Candidate_009,Delivery Driver,0.2282270606531882,22.82270606531882,3
Candidate_009,"Driver, Truck",0.2277227722772277,22.77227722772277,4
Candidate_009,Bookkeeper,0.22556657223796034,22.556657223796034,5
Candidate_009,Information Technology (IT) Analyst,0.2244097348347257,22.440973483472572,6
Candidate_009,Office Manager,0.22302158273381295,22.302158273381295,7
Candidate_009,Software Developer,0.21690231362467866,21.690231362467866,8
Candidate_009,Secondary School Teacher,0.2123745819397993,21.23745819397993,9
Candidate_009,Continuing Care Assistant,0.21150885296381833,21.150885296381833,10
Candidate_009,Inside Sales Representative,0.2079002079002079,20.79002079002079,11
Candidate_009,Retail Sales Associate,0.2079002079002079,20.79002079002079,11
Candidate_009,Restaurant Manager,0.20610687022900764,20.610687022900763,12
Candidate_009,Licensed Practical Nurse (L.P.N.),0.2035475428903751,20.354754289037512,13
Candidate_009,Food Service Supervisor,0.20161290322580644,20.161290322580644,14
Candidate_010,Office Manager,0.9712230215827338,97.12230215827337,1
Candidate_010,Food Service Supervisor,0.9677419354838711,96.77419354838712,2
Candidate_010,Administrative Assistant,0.9663865546218489,96.63865546218489,3
Candidate_010,Inside Sales Representative,0.9653499653499653,96.53499653499654,4
Candidate_010,Retail Sales Associate,0.9653499653499653,96.53499653499654,4
Candidate_010,Office Administrator,0.9644138755980862,96.44138755980862,5
Candidate_010,"Driver, Truck",0.9603960396039602,96.03960396039602,6
Candidate_010,Bookkeeper,0.9603399433427762,96.03399433427762,7
Candidate_010,Delivery Driver,0.9564541213063764,95.64541213063764,8
Candidate_010,Restaurant Manager,0.9505343511450381,95.05343511450381,9
Candidate_010,Secondary School Teacher,0.9442586399108137,94.42586399108137,10
Candidate_010,Continuing Care Assistant,0.9422632794457275,94.22632794457274,11
Candidate_010,Information Technology (IT) Analyst,0.9346167816926989,93.46167816926989,12
Candidate_010,Software Developer,0.9318766066838046,93.18766066838046,13
Candidate_010,Licensed Practical Nurse (L.P.N.),0.9238150625181739,92.38150625181738,14
Candidate_011,Office Manager,0.6618705035971223,66.18705035971223,1
Candidate_011,"Driver, Truck",0.6483168316831682,64.83168316831683,2
Candidate_011,Office Administrator,0.6447368421052633,64.47368421052633,3
Candidate_011,Secondary School Teacher,0.6446488294314381,64.4648829431438,4
Candidate_011,Software Developer,0.6346401028277635,63.46401028277635,5
Candidate_011,Information Technology (IT) Analyst,0.6303668725027243,63.03668725027243,6
Candidate_011,Administrative Assistant,0.6302521008403361,63.02521008403361,7
Candidate_011,Delivery Driver,0.6263608087091757,62.63608087091757,8
Candidate_011,Restaurant Manager,0.6256488549618321,62.56488549618321,9
Candidate_011,Food Service Supervisor,0.6248387096774194,62.483870967741936,10
Candidate_011,Continuing Care Assistant,0.6202848344880678,62.02848344880678,11
Candidate_011,Bookkeeper,0.615084985835694,61.508498583569406,12
Candidate_011,Inside Sales Representative,0.6146916146916147,61.46916146916147,13
Candidate_011,Retail Sales Associate,0.6146916146916147,61.46916146916147,13
Candidate_011,Licensed Practical Nurse (L.P.N.),0.6144227973248036,61.442279732480365,14
Candidate_012,Software Developer,0.6866966580976863,68.66966580976863,1
Candidate_012,Licensed Practical Nurse (L.P.N.),0.6798487932538528,67.98487932538528,2
Candidate_012,Secondary School Teacher,0.6761426978818283,67.61426978818284,3
Candidate_012,Restaurant Manager,0.6714503816793893,67.14503816793894,4
Candidate_012,Information Technology (IT) Analyst,0.6693788594260806,66.93788594260806,5
Candidate_012,Bookkeeper,0.6639518413597734,66.39518413597733,6
Candidate_012,Office Manager,0.6618705035971223,66.18705035971223,7
Candidate_012,"Driver, Truck",0.6582178217821781,65.82178217821782,8
Candidate_012,Food Service Supervisor,0.6570967741935484,65.70967741935483,9
Candidate_012,Delivery Driver,0.6504665629860032,65.04665629860033,10
Candidate_012,Office Administrator,0.6504186602870814,65.04186602870814,11
Candidate_012,Continuing Care Assistant,0.6491531947652041,64.91531947652041,12
Candidate_012,Inside Sales Representative,0.6361746361746362,63.61746361746362,13
Candidate_012,Retail Sales Associate,0.6361746361746362,63.61746361746362,13
Candidate_012,Administrative Assistant,0.6050420168067226,60.50420168067227,14
Candidate_013,Software Developer,0.522172236503856,52.217223650385606,1
Candidate_013,Bookkeeper,0.5180594900849858,51.80594900849857,2
Candidate_013,Office Manager,0.5179856115107914,51.798561151079134,3
Candidate_013,Secondary School Teacher,0.5122630992196209,51.226309921962084,4
Candidate_013,Office Administrator,0.5083732057416268,50.83732057416268,5
Candidate_013,Restaurant Manager,0.5035114503816793,50.351145038167935,6
Candidate_013,Information Technology (IT) Analyst,0.5022884126407555,50.228841264075555,7
Candidate_013,Food Service Supervisor,0.4996774193548388,49.96774193548388,8
Candidate_013,Inside Sales Representative,0.49757449757449757,49.757449757449756,9
Candidate_013,Retail Sales Associate,0.49757449757449757,49.757449757449756,9
Candidate_013,"Driver, Truck",0.49504950495049505,49.504950495049506,10
Candidate_013,Licensed Practical Nurse (L.P.N.),0.4908403605699331,49.084036056993305,11
Candidate_013,Delivery Driver,0.48561430793157073,48.56143079315707,12
Candidate_013,Continuing Care Assistant,0.47844495765973827,47.844495765973825,13
Candidate_013,Administrative Assistant,0.46655462184873947,46.65546218487395,14
Candidate_014,Software Developer,0.5902956298200515,59.029562982005146,1
Candidate_014,Secondary School Teacher,0.568004459308807,56.800445930880706,2
Candidate_014,Information Technology (IT) Analyst,0.5676716309480566,56.76716309480566,3
Candidate_014,Licensed Practical Nurse (L.P.N.),0.5670252980517592,56.702529805175914,4
Candidate_014,Bookkeeper,0.5577195467422096,55.77195467422096,5
Candidate_014,Restaurant Manager,0.5529770992366412,55.297709923664115,6
Candidate_014,Office Manager,0.5467625899280576,54.67625899280576,7
Candidate_014,Office Administrator,0.5439593301435407,54.39593301435407,8
Candidate_014,Continuing Care Assistant,0.5361816782140107,53.61816782140107,9
Candidate_014,"Driver, Truck",0.5346534653465347,53.46534653465347,10
Candidate_014,Inside Sales Representative,0.5322245322245323,53.222453222453225,11
Candidate_014,Retail Sales Associate,0.5322245322245323,53.222453222453225,11
Candidate_014,Food Service Supervisor,0.5319354838709678,53.193548387096776,12
Candidate_014,Delivery Driver,0.5291601866251944,52.916018662519434,13
Candidate_014,Administrative Assistant,0.5001680672268908,50.016806722689076,14
Candidate_015,Administrative Assistant,1.0000000000000002,100.00000000000003,1
Candidate_015,Food Service Supervisor,1.0000000000000002,100.00000000000003,1
Candidate_015,Bookkeeper,1.0,100.0,2
Candidate_015,Continuing Care Assistant,1.0,100.0,2
Candidate_015,Delivery Driver,1.0,100.0,2
Candidate_015,Information Technology (IT) Analyst,1.0,100.0,2
Candidate_015,Inside Sales Representative,1.0,100.0,2
Candidate_015,Licensed Practical Nurse (L.P.N.),1.0,100.0,2
Candidate_015,Office Administrator,1.0,100.0,2
Candidate_015,Office Manager,1.0,100.0,2
Candidate_015,Restaurant Manager,1.0,100.0,2
Candidate_015,Retail Sales Associate,1.0,100.0,2
Candidate_015,Software Developer,1.0,100.0,2
Candidate_015,"Driver, Truck",0.9999999999999999,99.99999999999999,3
Candidate_015,Secondary School Teacher,0.9999999999999999,99.99999999999999,3
Candidate_016,Software Developer,0.7991645244215939,79.9164524421594,1
Candidate_016,Licensed Practical Nurse (L.P.N.),0.7926722884559465,79.26722884559464,2
Candidate_016,Inside Sales Representative,0.7920997920997921,79.20997920997921,3
Candidate_016,Retail Sales Associate,0.7920997920997921,79.20997920997921,3
Candidate_016,Information Technology (IT) Analyst,0.7920087177624409,79.20087177624409,4
Candidate_016,Secondary School Teacher,0.7909698996655518,79.09698996655517,5
Candidate_016,Restaurant Manager,0.7899236641221374,78.99236641221374,6
Candidate_016,Continuing Care Assistant,0.7836797536566589,78.36797536566588,7
Candidate_016,Bookkeeper,0.78328611898017,78.328611898017,8
Candidate_016,Office Administrator,0.7813995215311006,78.13995215311006,9
Candidate_016,Food Service Supervisor,0.7780645161290323,77.80645161290323,10
Candidate_016,Office Manager,0.776978417266187,77.6978417266187,11
Candidate_016,Delivery Driver,0.7717729393468119,77.17729393468119,12
Candidate_016,Administrative Assistant,0.7690756302521008,76.90756302521008,13
Candidate_016,"Driver, Truck",0.7675247524752474,76.75247524752474,14
Candidate_017,Administrative Assistant,0.8615126050420168,86.15126050420167,1
Candidate_017,Inside Sales Representative,0.8613998613998614,86.13998613998614,2
Candidate_017,Retail Sales Associate,0.8613998613998614,86.13998613998614,2
Candidate_017,Office Administrator,0.8579545454545455,85.79545454545455,3
Candidate_017,Office Manager,0.856115107913669,85.6115107913669,4
Candidate_017,Bookkeeper,0.8541076487252124,85.41076487252124,5
Candidate_017,Food Service Supervisor,0.8425806451612904,84.25806451612904,6
Candidate_017,"Driver, Truck",0.8368316831683167,83.68316831683167,7
Candidate_017,Secondary School Teacher,0.8361204013377925,83.61204013377926,8
Candidate_017,Software Developer,0.8354755784061696,83.54755784061696,9
Candidate_017,Delivery Driver,0.8351477449455678,83.51477449455678,10
Candidate_017,Information Technology (IT) Analyst,0.8329095532146749,83.2909553214675,11
Candidate_017,Restaurant Manager,0.8320610687022901,83.20610687022901,12
Candidate_017,Continuing Care Assistant,0.8292917628945342,82.92917628945342,13
Candidate_017,Licensed Practical Nurse (L.P.N.),0.8109915673160802,81.09915673160802,14
Candidate_018,Administrative Assistant,1.0000000000000002,100.00000000000003,1
Candidate_018,Food Service Supervisor,1.0000000000000002,100.00000000000003,1
Candidate_018,Bookkeeper,1.0,100.0,2
Candidate_018,Continuing Care Assistant,1.0,100.0,2
Candidate_018,Delivery Driver,1.0,100.0,2
Candidate_018,Information Technology (IT) Analyst,1.0,100.0,2
Candidate_018,Inside Sales Representative,1.0,100.0,2
Candidate_018,Licensed Practical Nurse (L.P.N.),1.0,100.0,2
Candidate_018,Office Administrator,1.0,100.0,2
Candidate_018,Office Manager,1.0,100.0,2
Candidate_018,Restaurant Manager,1.0,100.0,2
Candidate_018,Retail Sales Associate,1.0,100.0,2
Candidate_018,Software Developer,1.0,100.0,2
Candidate_018,"Driver, Truck",0.9999999999999999,99.99999999999999,3
Candidate_018,Secondary School Teacher,0.9999999999999999,99.99999999999999,3
Candidate_019,Office Manager,0.7410071942446043,74.10071942446042,1
