candidate_id,selected_occupation,recommendation_score,recommendation_percentage,occupation_rank,cip_program_count,cip_pathway_available,cip_status,CIP2020Code,CIP2020Title
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,11.0102,Artificial Intelligence.
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,11.0103,Information Technology.
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,11.0104,Informatics.
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,11.0201,"Computer Programming/Programmer, General."
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,11.0202,"Computer Programming, Specific Applications."
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,11.0203,"Computer Programming, Vendor/Product Certification."
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,11.0204,Computer Game Programming.
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,11.0205,"Computer Programming, Specific Platforms."
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,11.0401,Information Science/Studies.
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,11.0701,Computer Science.
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,11.0804,"Modeling, Virtual Environments and Simulation."
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,11.0902,Cloud Computing.
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,14.0901,"Computer Engineering, General."
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,14.0903,Computer Software Engineering.
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,15.1204,Computer Software Technology/Technician.
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,30.0801,Mathematics and Computer Science.
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,30.1601,Accounting and Computer Science.
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,30.3901,Economics and Computer Science.
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,30.4801,Linguistics and Computer Science.
Candidate_001,Software Developer,0.6947300771208227,69.47300771208226,1,20,True,CIP pathway available,30.7001,"Data Science, General."
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,2,22,True,CIP pathway available,11.0101,"Computer and Information Sciences, General."
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,2,22,True,CIP pathway available,11.0103,Information Technology.
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,2,22,True,CIP pathway available,11.0104,Informatics.
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,2,22,True,CIP pathway available,11.0201,"Computer Programming/Programmer, General."
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,2,22,True,CIP pathway available,11.0202,"Computer Programming, Specific Applications."
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,2,22,True,CIP pathway available,11.0203,"Computer Programming, Vendor/Product Certification."
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,2,22,True,CIP pathway available,11.0204,Computer Game Programming.
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,2,22,True,CIP pathway available,11.0205,"Computer Programming, Specific Platforms."
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,2,22,True,CIP pathway available,11.0501,Computer Systems Analysis/Analyst.
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,2,22,True,CIP pathway available,11.0701,Computer Science.
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,2,22,True,CIP pathway available,11.0901,Computer Systems Networking and Telecommunications.
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,2,22,True,CIP pathway available,11.1001,Network and System Administration/Administrator.
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,2,22,True,CIP pathway available,11.1002,"System, Networking, and LAN/WAN Management/Manager."
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,2,22,True,CIP pathway available,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,2,22,True,CIP pathway available,11.1005,Information Technology Project Management.
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,2,22,True,CIP pathway available,14.0901,"Computer Engineering, General."
Candidate_001,Information Technology (IT) Analyst,0.6739556847075916,67.39556847075916,2,22,True,CIP pathway available,14.0903,Computer Software Engineering.
