candidate_id,CIP2020Code,CIP2020Title,cip_recommendation_score,supporting_occupations,best_occupation_rank,max_occupation_score,cip_recommendation_percentage,cip_rank,support_factor,adjusted_cip_score
Candidate_001,11.0103,Information Technology.,68.43428809142071,2,1,69.47300771208226,75.2777169005628,1,1.1,75.2777169005628
Candidate_001,11.0104,Informatics.,68.43428809142071,2,1,69.47300771208226,75.2777169005628,2,1.1,75.2777169005628
Candidate_001,11.0201,"Computer Programming/Programmer, General.",68.43428809142071,2,1,69.47300771208226,75.2777169005628,3,1.1,75.2777169005628
Candidate_001,11.0202,"Computer Programming, Specific Applications.",68.43428809142071,2,1,69.47300771208226,75.2777169005628,4,1.1,75.2777169005628
Candidate_001,11.0203,"Computer Programming, Vendor/Product Certification.",68.43428809142071,2,1,69.47300771208226,75.2777169005628,5,1.1,75.2777169005628
Candidate_001,11.0204,Computer Game Programming.,68.43428809142071,2,1,69.47300771208226,75.2777169005628,6,1.1,75.2777169005628
Candidate_001,11.0205,"Computer Programming, Specific Platforms.",68.43428809142071,2,1,69.47300771208226,75.2777169005628,7,1.1,75.2777169005628
Candidate_001,11.0701,Computer Science.,68.43428809142071,2,1,69.47300771208226,75.2777169005628,8,1.1,75.2777169005628
Candidate_001,14.0901,"Computer Engineering, General.",68.43428809142071,2,1,69.47300771208226,75.2777169005628,9,1.1,75.2777169005628
Candidate_001,14.0903,Computer Software Engineering.,68.43428809142071,2,1,69.47300771208226,75.2777169005628,10,1.1,75.2777169005628
Candidate_001,15.1204,Computer Software Technology/Technician.,68.43428809142071,2,1,69.47300771208226,75.2777169005628,11,1.1,75.2777169005628
Candidate_001,11.0102,Artificial Intelligence.,69.47300771208226,1,1,69.47300771208226,69.47300771208226,12,1.0,69.47300771208226
Candidate_001,11.0401,Information Science/Studies.,69.47300771208226,1,1,69.47300771208226,69.47300771208226,13,1.0,69.47300771208226
Candidate_001,11.0804,"Modeling, Virtual Environments and Simulation.",69.47300771208226,1,1,69.47300771208226,69.47300771208226,14,1.0,69.47300771208226
Candidate_001,11.0902,Cloud Computing.,69.47300771208226,1,1,69.47300771208226,69.47300771208226,15,1.0,69.47300771208226
Candidate_001,30.0801,Mathematics and Computer Science.,69.47300771208226,1,1,69.47300771208226,69.47300771208226,16,1.0,69.47300771208226
Candidate_001,30.1601,Accounting and Computer Science.,69.47300771208226,1,1,69.47300771208226,69.47300771208226,17,1.0,69.47300771208226
Candidate_001,30.3901,Economics and Computer Science.,69.47300771208226,1,1,69.47300771208226,69.47300771208226,18,1.0,69.47300771208226
Candidate_001,30.4801,Linguistics and Computer Science.,69.47300771208226,1,1,69.47300771208226,69.47300771208226,19,1.0,69.47300771208226
Candidate_001,30.7001,"Data Science, General.",69.47300771208226,1,1,69.47300771208226,69.47300771208226,20,1.0,69.47300771208226
Candidate_001,11.0101,"Computer and Information Sciences, General.",67.39556847075916,1,2,67.39556847075916,67.39556847075916,21,1.0,67.39556847075916
Candidate_001,11.0501,Computer Systems Analysis/Analyst.,67.39556847075916,1,2,67.39556847075916,67.39556847075916,22,1.0,67.39556847075916
Candidate_001,11.0901,Computer Systems Networking and Telecommunications.,67.39556847075916,1,2,67.39556847075916,67.39556847075916,23,1.0,67.39556847075916
Candidate_001,11.1001,Network and System Administration/Administrator.,67.39556847075916,1,2,67.39556847075916,67.39556847075916,24,1.0,67.39556847075916
Candidate_001,11.1002,"System, Networking, and LAN/WAN Management/Manager.",67.39556847075916,1,2,67.39556847075916,67.39556847075916,25,1.0,67.39556847075916
Candidate_001,11.1003,Computer and Information Systems Security/Auditing/Information Assurance.,67.39556847075916,1,2,67.39556847075916,67.39556847075916,26,1.0,67.39556847075916
Candidate_001,11.1005,Information Technology Project Management.,67.39556847075916,1,2,67.39556847075916,67.39556847075916,27,1.0,67.39556847075916
Candidate_001,15.1201,Computer Engineering Technology/Technician.,67.39556847075916,1,2,67.39556847075916,67.39556847075916,28,1.0,67.39556847075916
Candidate_001,15.1202,Computer/Computer Systems Technology/Technician.,67.39556847075916,1,2,67.39556847075916,67.39556847075916,29,1.0,67.39556847075916
Candidate_001,43.0403,Cyber/Computer Forensics and Counterterrorism.,67.39556847075916,1,2,67.39556847075916,67.39556847075916,30,1.0,67.39556847075916
Candidate_001,51.0723,Healthcare Information Privacy Assurance and Security.,67.39556847075916,1,2,67.39556847075916,67.39556847075916,31,1.0,67.39556847075916
Candidate_001,13.0201,Bilingual and Multilingual Education.,66.88963210702342,1,3,66.88963210702342,66.88963210702342,32,1.0,66.88963210702342
